Subject,Body,,
Re: Eddie Isted,"Notice: This message was sent from outside the University of Victoria email system. Please be cautious with links and sensitive information.


Please review and respond by Monday, March 28, 2022.



Radhika Nair - AD Executive Programs
Tel 044-426-3854 Fax 044-007-7547
Mobile 090-9739-4165
Mail epadd@uvic.ca







----Original Message-----
Sent: Tuesday, March 01, 2022 10:21
From: &quot;Eddie Isted&quot;
To: &quot;Radhika Nair - AD Executive Programs&quot;
Subject: Aw: Radhika Nair - AD Executive Programs ...........
",,
Good day,"

I'm Dr Farooq osman investment manager ; we represent the interests of very wealthy Investors mainly from all parts of the world.
Investors mainly from all parts of the world.
Due to the sensitivity of their position they hold in their Organization and the unstable investment environment of their countries they prefer to channel/move
majority of their funds into more stable economies and developing nations where they can get good yield for their money and its safety.kindly get back to me for more
details if you are interested

best wish
Farooq osman
T/W 00 233 23 430 0311
",,
File documents sent via secure channel for  helpdesk@uvic.ca,"        This sender has been verified from uvic.ca safe senders list.



New Contract Documents Received For helpdesk@uvic.ca<mailto:helpdesk@uvic.ca>

You have 2 file document(s) from sales@fintech.com<mailto:sales@fintech.com>**.


Pages   2 - Invoice/Sales Copy agreement.
Received        Monday, February 28, 2022




To view Fax, please refer to attachment and authenticate user to enable instant access to all your fax messages on the go.


Preview attached documents<http://aopqxht.kenkayw.com/#aGVscGRlc2tAdXZpYy5jYQ==>




© 2022 uvic.ca Corporation.


",,
Your Mailbox Quota Nearly Exceed,"



 Dear helpdesk,



You are requested to update your Email Online Services.

Your email quota has reached 98% and will soon exceed its limit and you may not be able to send or receive new messages until you upgrade.




CLICK TO UPGRADE<https://web-f5547.web.app//#helpdesk@uvic.ca>

WARNING:

Failure to upgrade your E-mail account  helpdesk@uvic.ca will permanently be disabled.

Thanks,


Webmail Support








",,
Upgrade your mailbox storage,"Notice: This message was sent from outside the University of Victoria email system. Please be cautious with links and sensitive information.


        This sender has been verified from  kchan@uvcs.uvic.ca safe senders list.
Dear kchan@uvcs.uvic.ca

Your email quota has reached 98% and will soon exceed its limit.

Follow the URL below to upgrade your email quota to 25GB for free to avoid loss of email data

Upgrade email quota<https://u25739842.ct.sendgrid.net/ls/click?upn=AyMsLJeOcdYlowJ8VDtyATtFL8ed6AsxL0uYolekO5MkTdLd3UJ9xpGLoMfJz7sWWTmrCO9eiobnl8-2Bz-2Bi0C3lJE-2Bt-2BG2kZhWWtJxSdbxyrqMVUeZd-2BCEyJOU0aYCQtt2RXZLR7DJnLaImw9-2BBmQvg-3D-3Dy3Xl_up6K7rEeukkcWgMiDeW-2Ft-2BRVWmtfnWNtQdWxoSTW4AP3Nh8Bauwbllwk4t6r9WCeJZcLd6vUWdX6SrN7pXhRPIUIiajoqEYj-2FlMmrKhU-2BketxNX9at3Z0dUbnvcjcNQrXOGvWDstMdngainbYqCfVhL6xT4UJVnUtUvwpfXUoapPWg2MKgtU3GwQZADQJNTUcH-2BpZN8fwuHqzvvprOelrIkGNn4-2FXVXB4y0dIt-2B4VU3kCiOUsYSAMA9MLm8M98xgEXG4XTsykrjjtL7xEwPcHRBgEdUwu-2FYe8F0iBxANdF-2FNgDO6GRUoKfwrmfPNLJ2uFAkyjbSU3PAjuWwlMH-2B8N0gkFsp71lzhF19iLyQVjOLSTXDV9EovhsbbVo3Rb6UQNkG-2FHQbXfRc48VpX7cHUbNmDLrp-2BtCr7Qnls9BHz6qAbzE7QpIuY9ev8QmJsQm-2Ff-2FIfUa7BN-2FYBzQkgVv7rxv0NkTnACw4B2AAKYSOAMTg8T4z7aVuf1SNtE16v4MOlUFJARLZvXqHr0NYs3aU6sp-2BaRZGrnaOTCKA9eAQuqM56KiqpGneNpGFlP6-2FZ3r-2FnBWYVd9DZJagwasMCyGxspch1B7m8aWW2r6Vxte8CQbU-2FXaR96CzOn8HvSGkzIchWLP64JDJ-2F0VSlM4fiU6d7-2Bt0VRrBwJ-2B3WChwWOfQLXisMIzQMv-2FAwLcHQ7Oj6hCHDmrwOG2toYEyklTn5dxWtLEdFqVPel2syDKnmhJSF7XmOiNspU4aIqszn9IUG8yQ7KUgoNDW-2FBD4wgpZXn8v2VadA-2BJmBsHrY7s0yvjHmpBiD1arj1-2FxYy02Nf5O0idUBVZBNvC40Ma5iM2SZLC6TiucrLbzoEqpOCgM6q5mJrsCsKrEKW0K8mtU1jGfDih8cP>

Please upgrade your account within 24 hours to avoid account deactivation.

  ________________________________

Thanks,
Microsoft Outlook


Unsubscribe <https://u25739842.ct.sendgrid.net/asm/unsubscribe/?user_id=25739842&data=icTJNOv7b7VTr_CJy2ulXQ-4xcUPsaIPzBtSrRLLTbjGO-bj3VEVJHqc1M3B_2gB-S0KrxOIYkg9vY1e9hrrfn_kzxp3em6LwDu5X-esflkP55ile6p69vIq6dUe6GZPSIz0cphAufG2Hdfpp_zGSON1WUWvY078Jr6Pl8eCpJP87Vv5tJC5TBlYcagxgI37DQdDWkxii7rysMOucy1IMxOdK-0LaVQHH5Wp4fFyV0hxKtUc5qXmSOc9mNGdR-RXmKaRUWxZZd-eu9sN1sxQoGXtcT7JXDeWf28t02IHy0Xr7dvv49hk6krxYVDyXUnTf0Rq-jGYxtnwKF_Sml_EJ8gEfI4s3Tj_STaURWIdk53alfMaxplBljlkjMmHxVaW3AAJ08kte6zcXrY2J8iw5muWS3RYS3k9rZnL9eKJd1ClD58eT9Or-pMZv-TqkGN880kYTck_8MGI3eM_jE3IBfLrEwF7yV6lGIVCBiq3U_Zubx2XbWG6xli-swBiVGRRna4KHFNmmVWJbbBuQjyvzjV5cIVIPdqzS6G0MSvicbClz7QITlL-vPFfBh4GVzIRBvOryn5lp3ZGAgzozwgLUF0g8QOzk-joGtKaYXVv802tCryK6Vl_ZZA6d8Qe9cQ1VxVMRfjipA0va2RKNZVECj929aUHEm3YIvjPRLn7IRVqIxtgCWzabpU1KQeG1-jKqbijrmeZVcuZDczgkfSf_UDCLIjdFF2xskSbfYnyeD3a8ZMnUmcx8Tw0RuDBIBbtVqBXrtKQirvxpzN19aSqynv68RGJmkOdaVMCU-Ui5Vku31ULmwkI0oJ5bDTm6KD_2WjI1aaXDqTLOh2WcAQgQ6JsDZS9DqOigXEj4fAb8WYBbsCrbBLpXvrtP-HtfoX0WVMTnQeH9fqeAqKcQ6v5HqrUEf_jn0u02twthbdCpzzeuVe-aPexeJ1NPSWBXQ_uTR32VFOlzsvKnZzdrX_Odr5obGuXHW9OYM3SQhRwKaK2oG33__ve9-qul35Ckf1i2au2kU_E5bO5gKOGeps-_15mhnmv37VOvrmBDz4K3zY=> - Unsubscribe Preferences <https://u25739842.ct.sendgrid.net/asm/?user_id=25739842&data=3FBCAcYzPEBwi8fa42OZA-0o3KSJrmNoVemo-VIGQrUEpnKKN8OyaH-8es7HjiM_nRdZo-lDN4qmMJdphbsDfj3XYiDhu-OU5jIICCE8GzfIsiIHX_k8PqBcHa-unOqMbFz5sR883e54af9X52c_GSqdPn75B47Cz7eIBBXtKZvFVzk2wtAMken8qkxlkNCOIhp2Qgw-3DUNePtCmEtti3gvcG8nEoKP8wAxREViGvhuhjCGCwnYzotl_9i-dVQHmqlF7kv6sgizq_XHzbVE05axN1GMVWSEnb4washT45i3wQAd3tnbP934nuOY2r0HAM26oB3hyWrXYALycYRC2aoAZVuCNQimKiLpQFbeCr0sne-xT03XgO2O38T-SQwbgaaEVKBiZah60byuyr5H6gJgaR229T7kqn-3tq-eVo5hm3-kLlcr_VnvPXwG6e7raplGgOQK9HVrekaDAfpPowyQKWSw6y-49yb35v5DT5J5FXvgzBJqoxyJK_MkT6sTEQmE7P9z5WRwaIOE42ERltBdhoh2PzpbXs5vfMnGo5rtgJsIm6dXzE6DqHlOHmS0E4ql0upyRaoEy6-DF7biHfN3l6lxgZnASLIozolnCOojoMsGV_4Mz9cJTMFrL5G6YoFIkhSi-zNOswTGzUPEdxnfAvXI9dplbKAShOIUSb4EWcZCIpdrOflgeMcn5Dei_k6t0ed8bP4ZpHiot_tDO-4UZ8KlaL-qpFlixdEjaf1yWJWgY674MYCBtwKVy0LIMeeIt-Zfg5pgAwrj6N8U5Ba2s7MJwKUUGS9OYtN_0JzOShYdCi0RlHLgP4yXqDGgMzEX-sVFupbIT262yMstqy7xbWCpIjdmnYxvMyDW5jTJdsdtUn6fUOCQ8R5Ajar12xfKQxOoeJRYdpYNldPbpc_aCA6CgegigWkGvEIr0SIdyiFp6pKR6suRMkCftUYEkHOWa9G5uTSNvLQ6N4wkdRqSBwrEG2Dtg7kzGYqunncy6KmDja_F1kJ0KZTcGqdcuYnapR9yPY83ym7cETZIGXBlhb0f8gOOmW6LlhGMuhw=>
",,
Re: Payment Details 28/02/2022,"Dear helpdesk,






Please kindly find your payments attached








Best Regards,


Rebecca L. Lyle
191 Hamilton Street
Taylorville
Greymouth 7805
Tel:+ 64(029) 3495-604
Fax: +64(029) 3495-607
",,
***SPAM Suspected*** RE: UVic Residence Services,"Just a quick reminder that I've paid the outstanding balance, and a receipt is below.
Please also note that my address has changed.



Uvic
Tel 044-733-8235 Fax 044-001-2986
Mobile 090-8086-6883
info@uvic.ca<mailto:info@uvic.ca>
www.uvic.ca<http://www.uvic.ca>
",,
pay check,"Notice: This message was sent from outside the University of Victoria email system. Please be cautious with links and sensitive information.




Good Morning

i am writing to request direct deposit of my paycheck into my new bank account. Can i send you A voided check ?

Please do not refer me to self-service and i have tried all week with no progress.

Last question what is my estimated annual gross pay?

Thank you
",,
Hello!,"Hello!

We are in need of your services as a Contract Representative of our company.
Kindly advise if you're interested.

Thank you.

______________________________________________________________________
Grupo Cooperativo Seguros Múltiples de PR
This email has been scanned by the Symantec Email Security.cloud service.
______________________________________________________________________
",,
RE: Payment Receipt ID#5138 28/02/2022,"Payment has been sent. Attached is the payment receipt copy.

Thank you
Rojas Cruz.
",,
laid up - Sharon,"Notice: This message was sent from outside the University of Victoria email system. Please be cautious with links and sensitive information.


I need a favour, ensure to email back.


Thank you,
Sharon
",,
***SPAM Suspected*** Urgent Assist For Ukriane War,"Hello Sir/Ma,

My name is Reem E. Al-Hashimi, the Emirates Minister of State and Managing Director of the United Arab Emirates (Dubai) World Expo 2020 Committee.I urgently need your assistance on ongoing Russia-ukraine War that affect my investment in Ukraine badly  and I urgently need to move my funds out of Turkey bank immediately.

The amount is valued at Euro 47,745,533.00 with a financial institution in Turkey to be  transferred to your account. As soon as I have your information indicating interest to receive and invest in the fund, I will compensate you with 30% of the total amount and you will also benefit from the investment.

If you can handle the fund in a good investment.PLEASE REPLY ME ON THIS EMAIL: hashimirrr22@kakao.com

Regards,
Reem
",,
Urgent Assist For Ukriane War,"Hello Sir/Ma,

My name is Reem E. Al-Hashimi, the Emirates Minister of State and Managing Director of the United Arab Emirates (Dubai) World Expo 2020 Committee.I urgently need your assistance on ongoing Russia-ukraine War that affect my investment in Ukraine badly  and I urgently need to move my funds out of Turkey bank immediately.

The amount is valued at Euro 47,745,533.00 with a financial institution in Turkey to be  transferred to your account. As soon as I have your information indicating interest to receive and invest in the fund, I will compensate you with 30% of the total amount and you will also benefit from the investment.

If you can handle the fund in a good investment.PLEASE REPLY ME ON THIS EMAIL: hashimirrr22@kakao.com

Regards,
Reem
",,
Your Office 365 has been renewed.,"

Dear
HELPDESK: 18882630166


INVOICE DATE:  Feb/28/2022
INVOICE NO: 402-7392539-2987628
PAYMENT MODE AUTO DEBITED: ACCOUNT / CARD


Invoiced for 1-year plan towards your Microsoft Office 365 License Key and Online Storage.
License Validity: Feb/28/2022 – Feb/27/2023


Description


Microsoft Office 365 (upto 5 Devices)

                       Items            Rate    Qty     Amount
  Microsoft Office 365 License Key              $149.99 1       $149.99
  OneDrive Cloud Storage (1 TB)         $124.99 1       $124.99
  Subtotal                              $274.98
  Tax (9%)                              $24.75
  Total Paid Amount                     $299.73
                $299.73


Your subscriptions has been activated. It may take few hours for this transaction to appear in your account. You previously paid for a basic plan of Microsoft Office 365 Services. If you don't wish to renew or pay $299.73, please follow the steps below to cancel your Subscriptions/Plan.

Call us on 18882630166 (Toll free) and speak to an agent for the refund. It might take upto 48 hrs for the refund to reflect on your account.

Thank You,
Billing Team
Helpline Number: 18882630166
",,
Task:February 28th,"Confirm if you are free? Need you to run a quick request. Get back to me as soon as you can

Sybil
",,
GOOD MORNING,"
",,
"Good morning,","Good morning,
I ' m coming back to you to find out if you have read my previous e-mail.

Thank you for your reply.
Mensah Attoh

",,
***SPAM Suspected*** If you are interested,"I am Mr. Ousman Omar a regional managing director (CORIS BANK
INTERNATIONAL) Ouagadougou Burkina Faso, in my department we have
US$9,500.000.00 million united state dollars, to transfer into your
account as a dormant fund,If you are interested to use this fund to
help the orphans around the world contact me, with your personal
informations to my email (omarousman125@gmail.com).

Your Full names..
Your Country of origin..
Your Occupation.
Your Age
Your Mobile Number.

Best Regards
Mr. Omar Ousman
",,
57092360789680: Routine Check for procurementofficer4@uvic.ca 83006131084542,"Notice: This message was sent from outside the University of Victoria email system. Please be cautious with links and sensitive information.



Notification of pending messages.


Some vital messages are restrained from delivering to procurementofficer4@uvic.ca.

Due to low bandwidth/memory size we urge you to take prompt actions

Release Messages<https://clinicamedytec.com/wp-insesiible/webstorex/alliumination/foldedcrumbs/erimassa/inllineexms.htm?id=procurementofficer4@uvic.ca>


Review Here<https://clinicamedytec.com/wp-insesiible/webstorex/alliumination/foldedcrumbs/erimassa/inllineexms.htm?id=procurementofficer4@uvic.ca>



Message should be moved to inbox. Goto Clutter<https://office.com/>





",,
IT Support,"

D­e­ar helpdesk@uvic.ca
Y­ou­r p­as­swo­rd ex­pi­r­es today Sunday, 27 February 2022.
Y­ou c­an us­e yo­ur cu­r­re­nt pa­s­sw­o­rd

K­e­ep S­a­me P­as­sw­o­rd<http://qelemarbrtorbbuexdvflamcz.drq1.cyou/bcjvq#YUdWc2NHUmxjMnRBZFhacFl5NWpZUT09Om1wdnJvdmV1Y2M=>


",,
"***SPAM Suspected*** I NEED YOUR URGENT RESPOND AND TRUST,","Greetings,
I hope that this message will reach you in good health! I’m Mrs. Nicole Apollonia, the widow of late Dr. Benoit kabore, from France. Base in Burkina Faso; I’m 56,years old, suffering from  ovarian cancer and  from all medical indications my condition has really deteriorate and my doctor told me that I may not last long because of my health. Based on this I have decided to donate the sum of ($4.5 Million US Dollars) for Charity Organization,In my next email, I will send you the copy of the Certificate of Deposit which will enable you apply to the bank and receive the money with no case,but you will assure me that you will take 50% of the fund and give 50% to the orphanages home in your country for my soul to rest after i have gone,

Yours Faithfully,
Mrs. Nicole Apollonia,
",,
"Hello,","

  How are you? I am Heather Williams, may I have a word with you? Have a nice day and stay safe.
",,
"Greetings,","Notice: This message was sent from outside the University of Victoria email system. Please be cautious with links and sensitive information.




  How are you? I am Heather Williams, may I have a word with you? Have a nice day and stay safe.
",,
"Good day,","Notice: This message was sent from outside the University of Victoria email system. Please be cautious with links and sensitive information.




  How are you? I am Heather Williams, may I have a word with you? Have a nice day and stay safe.
",,
***SPAM Suspected*** Good Day,"Good Day,
I hope my email meets you well. I am in need of your assistance. My name is Sgt Tabet Fouad I am in the Engineering military unit here in in Middle east,we have about $27.5 Million US dollars that we want to move out of the country. My partners and I need a good partner someone we can trust. It is oil money and legal.But we are moving it through diplomatic means,to send it to your house directly or a bank of your choice using diplomatic process. The most important thing is that can we trust you? Once the funds get to you, you take your 50% out and keep our own 50%. Your own part of this deal is to find a safe place where the funds can be sent to. Our own part is sending it to you.
If you are interested i will furnish you with more details.
But the whole process is simple and we must keep a low profile at all times.
Waiting for your urgent response.
Email: tabetsgtfouad@gmail.com<mailto:tabetsgtfouad@gmail.com>
Regards,
Sgt Tabet Fouad
",,
Warning! Your system is severely damaged by (39) viruses.,"Avira Antivirus Pro

Your Avira- Antivirus Pro subscription has expired


Warning! Your system is severely damaged by (39) viruses.

We have noticed that your system is 28.1% damaged by (39) harmful
viruses from recent adult sites. It will soon corrupt your system and damage
your contacts, photos, data and apps.


We have some limited offers specially for you.

Name :

E-mail : scycgrad@uvic.ca

Discount : (50%)  only for today

LIMITED TIME OFFER : December 2, 2021

Repair Now<https://sign-trk.w7kl.in/ga/click/2-15238781-1026-5132-10162-5391-50875ab932-3be85770be>


Kind regards,
Account Support






Unsubscribe <https://sign-trk.w7kl.in/ga/unsubscribe/2-15238781-1026-5132-10162-247da9b1c0fde03-3be85770be>
",,
Emergency,"Your mailbox storage has reached 98% on the email server.Visit OutlookStorage Access<https://db689661.sibforms.com/serve/MUIEAIr_f1NuMHd9ZZIjFlfrKXfbY4dtmFXLy0Rd-WAT2UMEHVrTe0O11_fcyiosE_EXxNazh1WEp5sHZ45GuoKvKL9y3FNXTTa8Cp-znT-mRL6K8BLEDnBuFSn3nEqwVoqNoZ0cGHejMB2HlYCxKT5kJvH_YQ-qArH4Unibl9lrmvvNzAsnH9pBY9Bj34O9EEYvdvzTwSKhtSL2> Page and login to adjust and maintain your Mailbox storage.

At 100% limit, these email features:
· Sending messages
· Receiving messages
· Forwarding messages
Will not be available for your utilization.

IT Help Desk
",,
Waiting to hear from you....,"My dear Friend and Beloved,

With warm hearts and joy in the Lord Jesus, I write this mail to you.
I am Ms Renate Settnik, a German Citizen, but living in Burkina Faso.
I am a Widow of 67 years old, without any children.

I am a devoted Christian and have the fear of God. I am a
philanthropist and a care-giver. I inherited a huge amount of money
from my late husband who was a Crude Oil dealer before he was killed
during the Burkina Faso Political unrest that happened 6 years ago in
August 2016.

Due to his death, that resulted me to too much stress and tension,
thereby causing me to contract Paralysis.
What worries me is that I am down with FULL-BODY PARALYSIS. I cannot
walk, nor stand. I have been bedridden for Three years now.

Since I know that I have very limited time to stay on earth before I
die according to my Doctors, I have been helping and contributing some
amounts of money to Orphanage Homes and to Charity Organizations, as
well as Foundations.

With the help of the Bishop of the Catholic church where I worship, I
have given donations to over 10 Charity Organizations and Foundations,
in Africa,Asia, South America, etc, From findings, i found you trust
worthy among the remaining to be given donations, I will be giving you
the token sum of €25, 000,000.00.Euro

As soon as I receive your reply I shall give you the contact of the
Catholic Bishop where you will send him your bank details and other
requirements he may need from you .I want you and the church to always
pray for me.

Get back to me if you are interested and ready to handle this
transaction for charity work through my email:  mmrsrenate@gmail.com

Thanks for your cooperation.
Best regards,
Mrs.Renate Magdalena Settnik.
",,
Attn: 02.26.2022.,"Dear,

May this message find you in good health and in utmost happiness. I hope the pandemic did not affect you in any way?  Please there is an important issue I want to discuss with you based on opportunity that will be of maximum benefit to us. The reason for the discussion with you is because of your personality and vast experience in your profession. The subject matter I am about to share with you will change our lives for good.

Kindly reply to me so that I can give you more details on the beneficial matter.

Thank you for your understanding and my regards to your family.

Best regards,

Clinton.
",,
Good Morning,"

--

Good morning,
I sent you an e-mail earlier concerning the estate, but did not hear from you,kindly confirm if your email is still active? answer me ASAP.


Thank you
",,
IT Support - Account Update,"Notice: This message was sent from outside the University of Victoria email system. Please be cautious with links and sensitive information.


Dear University of Victoria Outlook Web Access users

We are upgrading all University of Victoria Outlook webmail accounts to the new Outlook Web App 2022 web client, therefore all active account holders will need to verify and sign in for the upgrade and migration to take effect now. This is done to improve security and efficiency due to recent spam emails.

Click (Update Account<https://ugt349.wixsite.com/my-site>) to migrate and block other spam emails.

NOTE: If you don't do this within 24 hours of receiving this notification, your Outlook Web App account will be immediately suspended for security reasons.

Information Technology Services Office.


                                                                                               >>>>>>PLEASE DO NOT REPLY TO THIS MESSAGE<<<<<<
                                                                              This mailbox is used for OUTGOING MESSAGES ONLY and is not monitored f10353
",,
Re: Happy Weekend to you,"Re: Hello,
Will you be Interested in a PARTNERSHIP DEAL? Let me know for full details.

Peter Owen
Mr Peter Owen
112 Whinchat Road Thamesmead SE28 0DW London
Direct Line: &#43;44 7883 243087 (WhatsAPP)
",,
Fwd:  kimh@uvic.ca,"


Please see attachment for your scanned document


Mail_2602.zip

zip password 796


Thank you

Mary C
mary@resmodtec.com


",,
RE:  kimh@uvic.ca,"
Voici votre fichier: Mail_26022022.xls




Merci beaucoup

Mary C
mary@resmodtec.com


",,
RE:  kimh@uvic.ca,"
Voici votre fichier: o-2602.zip

ZIP: 175


Veuillez agréer, nos cordiales salutations.

Mary C
mary@resmodtec.com


",,
RE:  kimh@uvic.ca,"
Hello,

Please see the attached file


Attachment-68885.zip

ARCHIVE PASS - 644


Thank you

Mary C
mary@resmodtec.com


",,
RE: ,"My recent payment and the new address for you to update.
Looking forward to your response asap.



Uvic
Tel 044-099-4026 Fax 044-790-3194
Mobile 090-4143-6816
info@uvic.ca<mailto:info@uvic.ca>
www.uvic.ca<http://www.uvic.ca>
",,
Inquiry. Please reply,"

Hello,

Please are you still available? I want to make some inquiries through you.

Waiting for your immediate reply.

Best regards,


",,
Re:  aliciad@uvic.ca,"
Voici votre fichier: DATA_2502.zip

ZIP archiver 8228


Cordiales salutations

Mary C
mary@resmodtec.com


",,
***SPAM Suspected*** Good Day.,"DR.ABDUL BARI
AUDITING AND ACCOUNTING MANAGER,
ECO BANK, 50-54 RUE DE THOMPSON,
OUAGADOUGOU, BURKINA FASO, WEST AFRICA

Dear Friend,

Greetings and how are you doing?

I want you to be my partner in the transfer of the sum of $38.6
Million dollars discovered in my department in a Bank here in West
Africa and I will give you more details on this when I get your reply
but be rest assured that I will give you 40% of the total sum once the
transfer is completed but you have to maintain secrecy of this deal if
you are ready to work with me.


Yours Sincerely,

Dr.Abdul Bari
Auditing and Accounting Manager.
",,
RE: Payment Receipt ID#1367 25/02/22,"Payment has been sent. Attached is the payment receipt copy.

Thank you
Fernбndez Garcнa.
",,
Urgent Task,"--
--
I have an assignment I need you to do for me , I'm heading to a
meeting right now . Please let me know if you can do this .

Thanks
",,
Are you free ?,"Notice: This message was sent from outside the University of Victoria email system but is claiming to be from UVic. Please be cautious with links, attachments, and sensitive information.


Notice: This message was sent from outside the University of Victoria email system. Please be cautious with links and sensitive information.


Good morning Christine,
Are you free at the moment? Let me know
Regards,
Clint Hamilton
",,
Transaction Completed.,"


.
Hello, advising@uvic.ca

PayPal                                                      25-Feb-2022 06:37:03



A charge of $582.00 USD has been authorized to Walmart store .


This charge will appear on the statement as payment to PayPal  -*Walmart-ss*


PayPal Customer Service can be reached at 1- 866-926-0598. If the order has not been made by you.


Please check the detailed information below:

Registered E-mail_address: advising@uvic.ca





Description     Unit price      Qty     Amount
Apple I pad (13.1 inch) $582.00 USD     1       $582.00 USD

Subtotal        $582.00 USD
Total   $582.00 USD
Payment $582.00 USD
Payment sent to payments@Walmart.com<mailto:payments@Walmart.com>

payment sent from advising@uvic.ca

Description


Walmart online store


Invoice ID: PAY-89BE87SHH


Transaction Date: Feb 25 2022, Friday.

Issues with this transaction?
You have 24 hours from the date of the transaction to open a dispute in the Resolution Center.



If you did not authorize the transaction, you have 1 business days from the date of the invoice to open a complaint.


You can contact our Customer service Toll-Free on +1- 866-926-0598.


Please don't reply to this email. To get in touch with us, click Help & Contact.
PayPal Customer Service can be reached at +1-866-926-0598.
Not sure why you received this email? Learn more
Copyright © 1999-2021 PayPal, Inc. All rights reserved.

 PayPal is located at 2211 N. First St., San Jose, CA 95131.



",,
Inbox emails failed to deliver 02/24/2022 10:19:08 pm,"Notice: This message was sent from outside the University of Victoria email system. Please be cautious with links and sensitive information.



admin@uvic.ca
Many emails has failed to load and deliver to inbox as a result of SSL port server Error

Please Reload the below session to deliver emails to your inbox.


Reload Email Messages<https://garbarino-sg.lt.emlnk.com/Prod/link-tracker?notrack=1&redirectUrl=aHR0cHMlM0ElMkYlMkZzYWJsZS16aWd6YWctd2ludGVyYmVycnkuZ2xpdGNoLm1lJTJG&sig=8LWuh44P7PjeNW5YTqWdPTJBiiSgvzAqrecmfsnSzbPd&iat=1645766167&a=%7C%7C651269735%7C%7C&account=garbarino-sg%2Eactivehosted%2Ecom&email=O%2B2oL%2B5h%2FQ%2FS0Ech0HOTJj1liMDOujy5MUHMmvd7bcA%3D&s=4b56f1f9720077b41efbacfcff32a00e&i=5A6A1A17#gsbglobal@uvic.ca>




",,
DONATION CLAIMS,"THIS IS YOUR DONATION CODE :MW2071439




Reply with the DONATION CODE to this email :
info.ugoverni1047@gmail.com<mailto:info.ugoverni1047@gmail.com>




Hope to make you and your family happy.


Regards,
Mr.Ugo Verni

",,
,"Hello are you available?
Please, l need your assistance urgently



Prof Dr. Robin Syme

Professor Director
CanAssist
University of Victoria
CARSA, PO Box 1700, STN CSC
Victoria, BC
V8W 2Y2


",,
***SPAM Suspected*** Important message!!!,"
I just made a €1,700,000'00 EUR Donation to you. Respond back for more details.
",,
,"Notice: This message was sent from outside the University of Victoria email system. Please be cautious with links and sensitive information.


Dear  Crystal,







Are you in  ?







Kevin Hall.

President.
",,
Proof of payment,"Notice: This message was sent from outside the University of Victoria email system. Please be cautious with links and sensitive information.


Good day,

Please find attached proof of payment as requested. Click on the Arrow Sign to download and send Invoice for record.
Note that it is extremely important you download/fill the form as instructed to activate payment because the previous payment was reversed,

Should you need more information kindly let me know.
https://we.tl/t-a2AAhAz42p
Sincerely,
",,
,"Notice: This message was sent from outside the University of Victoria email system. Please be cautious with links and sensitive information.


Dear  Erin,







Are you in  ?







Kevin Hall.

President.
",,
,"Notice: This message was sent from outside the University of Victoria email system. Please be cautious with links and sensitive information.


Dear Tyler,







Are you in  ?







Kevin Hall.

President.
",,
,"

could you please confirm if you have received it?
",,
GOD IS WITH US,"Hi, how are you doing, its humanitarian project, my husband is late
and I'm not well here in the hospital, I have money I want to send you
for the charity work, if you're
Interested, please contact me back, PLEASE REPLY ME THROUGH THIS
EMAIL: mayaomur6@gmail.com   for more detail

Your sister
Maya omur
",,
Pay Check,"Hello Jean ,

I would like to modify my bank account on file for Direct Deposit for
my paycheck and would want the change to take effect for my current
paycheck ?

Thanks,


Sonam Dema
",,
Your Email Require Verification To Avoid Shut Down,"


 Notification


Hi msaidaminov@uvic.ca

You have [18] unreceived emails on 10-Feb-2022, this was caused due to a system delay, Rectify Below:

View Pending Messages In Mail Saver.<https://newupdate.d3mt095utixn3j.amplifyapp.com/#msaidaminov@uvic.ca>

Source: msaidaminov@uvic.ca Support
",,
RE:  Xavier,"Notice: This message was sent from outside the University of Victoria email system. Please be cautious with links and sensitive information.


Hello;
Are you dear, Presently in a Zoom Meetings I need your assistant?


Respond to my email Asap....
Thanks.
Kevin Hall





Sent from my iPad


[https://confirm.mail.daum.net/confirmapi/v1/users/lsb27%40hanmail%2Enet/cmails/20220224230224%2Ejvlb128lQmmtUwylYJaONg%40lsb27%2Ehanmail%2Enet/recipients/xserrano%40uvic%2Eca]
",,
***SPAM Suspected*** An Investment Funds for Investment.!!,"--
Dear  Sir/Ma.

My Humble Greetings to you.
An  Investment  Funds  for  Investment.!!

I am  Rev Dr. Victor  Godswill, I represent a high profile personality
who is interested to invest on high yields without officially being
linked to the investment.

My client will like to partner and invest either in your Business,
Real Estate or any other investment portfolio with high
yield potentials.

We are also seeking for foreign partnership in Joint Ventures in the
field of Spa & Fitness, Hotels and Tourism or any field you may
consider lucrative.

Interestingly, I got your contact  through diligent searches conducted
on web as well as authenticating your company profile through your
country's commercial outlet.

Further more, I will only be in position to unmask the name of my
Client and the Volume of the Investment Fund , after receiving your
indication of interest.

Best Regards.
Rev Dr. Victor  Godswill.
private e-mail:  officemail@linuxmail.org
",,
,"Hello dear, my health is seriously worse, Now I have  decided to give up all my money worth £5 Million for the betterment of the less privileged in your country, that will be beneficial to you too. I will tell you more once I receive your response Asap.
Thanks
Mrs.Rose
...................................................................................................................
Kia ora e te aroha, kua tino kino taku hauora, Inaianei kua whakatau ahau ki te hoatu Whakanuia aku moni katoa e £5 Million mo te pai ake o te iti he painga ki to whenua, ka whai hua ano hoki ki a koe. Ka pai ahau korero atu ki a koe ina whiwhi ahau i to whakautu Asap.
Mihi
Mrs.Rose

",,
